customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,income_group,age_group,age_sort
33,79050.0,MORTGAGE,17.0,Medical,Grade D,12750.0,15.95,3,N,10,DEFAULT,60k to 80k,26-35,2
34,105000.0,MORTGAGE,2.0,Medical,Grade A,10000.0,7.51,4,N,7,NO DEFAULT,80k plus,26-35,2
30,105000.0,MORTGAGE,0.0,Venture,Grade C,6000.0,14.72,3,Y,10,NO DEFAULT,80k plus,26-35,2
28,105000.0,MORTGAGE,1.0,Medical,Grade B,25000.0,11.12,8,N,9,NO DEFAULT,80k plus,26-35,2
29,105000.0,MORTGAGE,13.0,Home Improvement,Grade A,12000.0,7.88,9,N,7,NO DEFAULT,80k plus,26-35,2
31,30000.0,OWN,6.0,Venture,Grade B,2500.0,11.36,1,N,9,NO DEFAULT,20k to 40k,26-35,2
29,105000.0,MORTGAGE,13.0,Debt Consolidation,Grade B,17000.0,10.25,9,N,10,NO DEFAULT,80k plus,26-35,2
27,76000.0,RENT,2.0,Medical,Grade C,14500.0,12.73,7,N,10,NO DEFAULT,60k to 80k,26-35,2
30,105000.0,OWN,14.0,Home Improvement,Grade B,15400.0,11.36,3,N,10,NO DEFAULT,80k plus,26-35,2
30,105000.0,MORTGAGE,12.0,Education,Grade A,12000.0,7.88,3,N,6,NO DEFAULT,80k plus,26-35,2
30,105000.0,MORTGAGE,14.0,Home Improvement,Grade B,13000.0,10.25,3,N,9,NO DEFAULT,80k plus,26-35,2
28,76113.0,RENT,4.0,Home Improvement,Grade C,14500.0,12.61,8,N,7,DEFAULT,60k to 80k,26-35,2
30,105000.0,MORTGAGE,5.0,Education,Grade B,20000.0,11.83,3,N,5,NO DEFAULT,80k plus,26-35,2
33,90000.0,RENT,8.0,Debt Consolidation,Grade C,14500.0,14.65,3,N,9,NO DEFAULT,80k plus,26-35,2
33,105000.0,MORTGAGE,12.0,Home Improvement,Grade A,7000.0,7.74,3,N,10,NO DEFAULT,80k plus,26-35,2
30,30000.0,OWN,4.0,Personal,Grade D,8000.0,15.7,3,Y,10,NO DEFAULT,20k to 40k,26-35,2
27,105000.0,MORTGAGE,5.0,Education,Grade B,20000.0,11.48,7,N,6,NO DEFAULT,80k plus,26-35,2
31,30000.0,OWN,2.0,Venture,Grade A,10000.0,7.88,1,N,5,NO DEFAULT,20k to 40k,26-35,2
29,105000.0,MORTGAGE,13.0,Personal,Grade C,5000.0,12.53,9,N,9,NO DEFAULT,80k plus,26-35,2
28,105000.0,MORTGAGE,0.0,Venture,Grade B,19000.0,12.21,8,N,6,NO DEFAULT,80k plus,26-35,2
29,105000.0,MORTGAGE,11.0,Home Improvement,Grade D,15000.0,14.42,9,Y,5,NO DEFAULT,80k plus,26-35,2
33,105000.0,MORTGAGE,6.0,Personal,Grade C,5150.0,12.41,3,Y,9,NO DEFAULT,80k plus,26-35,2
31,40000.0,RENT,2.0,Debt Consolidation,Grade C,14600.0,10.99,1,Y,5,DEFAULT,20k to 40k,26-35,2
27,105600.0,MORTGAGE,0.0,Debt Consolidation,Grade A,10000.0,7.29,7,N,6,NO DEFAULT,80k plus,26-35,2
31,93900.0,MORTGAGE,13.0,Venture,Grade E,24000.0,16.08,1,Y,6,DEFAULT,80k plus,26-35,2
29,93924.0,MORTGAGE,7.0,Debt Consolidation,Grade D,8400.0,10.99,9,N,10,DEFAULT,80k plus,26-35,2
28,28800.0,RENT,1.0,Education,Grade C,15000.0,14.65,8,Y,8,DEFAULT,20k to 40k,26-35,2
29,105996.0,MORTGAGE,0.0,Debt Consolidation,Grade B,19400.0,10.99,9,N,6,NO DEFAULT,80k plus,26-35,2
27,106000.0,MORTGAGE,11.0,Home Improvement,Grade B,4000.0,11.71,7,N,6,NO DEFAULT,80k plus,26-35,2
35,106000.0,MORTGAGE,8.0,Debt Consolidation,Grade C,15000.0,15.96,5,N,8,NO DEFAULT,80k plus,26-35,2
33,106000.0,MORTGAGE,2.0,Education,Grade A,6000.0,8.49,3,N,8,NO DEFAULT,80k plus,26-35,2
34,106000.0,MORTGAGE,6.0,Home Improvement,Grade A,7200.0,7.29,4,N,8,NO DEFAULT,80k plus,26-35,2
32,106000.0,MORTGAGE,12.0,Home Improvement,Grade A,12000.0,5.79,2,N,8,NO DEFAULT,80k plus,26-35,2
31,106000.0,MORTGAGE,15.0,Home Improvement,Grade B,2400.0,9.63,1,N,6,NO DEFAULT,80k plus,26-35,2
27,106000.0,MORTGAGE,5.0,Home Improvement,Grade C,24000.0,13.8,7,N,10,NO DEFAULT,80k plus,26-35,2
30,106000.0,MORTGAGE,11.0,Venture,Grade E,10000.0,10.99,3,N,9,NO DEFAULT,80k plus,26-35,2
28,28896.0,RENT,6.0,Personal,Grade C,15000.0,13.48,8,Y,8,DEFAULT,20k to 40k,26-35,2
31,106000.0,MORTGAGE,5.0,Debt Consolidation,Grade A,15000.0,7.88,1,N,7,NO DEFAULT,80k plus,26-35,2
31,30000.0,RENT,1.0,Home Improvement,Grade B,15000.0,10.0,1,N,6,DEFAULT,20k to 40k,26-35,2
32,106000.0,MORTGAGE,3.0,Medical,Grade A,10000.0,10.99,2,N,7,NO DEFAULT,80k plus,26-35,2
34,106000.0,MORTGAGE,3.0,Medical,Grade A,9000.0,7.88,4,N,6,NO DEFAULT,80k plus,26-35,2
31,106000.0,MORTGAGE,3.0,Medical,Grade B,6000.0,10.99,1,N,7,NO DEFAULT,80k plus,26-35,2
27,106000.0,OWN,3.0,Personal,Grade D,16000.0,14.96,7,Y,9,NO DEFAULT,80k plus,26-35,2
28,31200.0,RENT,5.0,Medical,Grade B,15000.0,11.83,8,N,9,DEFAULT,20k to 40k,26-35,2
32,106300.0,MORTGAGE,13.0,Personal,Grade A,20000.0,10.99,2,N,5,NO DEFAULT,80k plus,26-35,2
29,106300.0,MORTGAGE,9.0,Personal,Grade A,6000.0,10.99,9,N,7,NO DEFAULT,80k plus,26-35,2
28,106358.0,MORTGAGE,5.0,Education,Grade A,13125.0,7.66,8,N,7,NO DEFAULT,80k plus,26-35,2
31,30000.0,OWN,0.0,Home Improvement,Grade C,5000.0,12.53,1,Y,6,NO DEFAULT,20k to 40k,26-35,2
35,106369.0,MORTGAGE,2.0,Medical,Grade A,8325.0,6.99,5,N,10,NO DEFAULT,80k plus,26-35,2
29,106369.0,MORTGAGE,14.0,Debt Consolidation,Grade A,18000.0,6.17,9,N,9,NO DEFAULT,80k plus,26-35,2
35,106500.0,MORTGAGE,4.0,Personal,Grade A,14550.0,10.99,5,N,10,NO DEFAULT,80k plus,26-35,2
35,106800.0,MORTGAGE,4.0,Debt Consolidation,Grade A,8000.0,6.92,5,N,9,NO DEFAULT,80k plus,26-35,2
27,32000.0,RENT,0.0,Debt Consolidation,Grade B,15000.0,10.99,7,N,7,DEFAULT,20k to 40k,26-35,2
30,32000.0,RENT,1.0,Debt Consolidation,Grade B,15000.0,12.42,3,N,5,DEFAULT,20k to 40k,26-35,2
27,107000.0,MORTGAGE,11.0,Venture,Grade B,35000.0,9.63,7,N,7,NO DEFAULT,80k plus,26-35,2
29,107000.0,MORTGAGE,3.0,Personal,Grade B,25000.0,10.99,9,N,5,NO DEFAULT,80k plus,26-35,2
28,32568.0,RENT,3.0,Education,Grade D,15000.0,10.99,8,N,9,DEFAULT,20k to 40k,26-35,2
30,107000.0,MORTGAGE,2.0,Personal,Grade A,5000.0,10.99,3,N,7,NO DEFAULT,80k plus,26-35,2
27,32960.0,RENT,3.0,Personal,Grade A,15000.0,6.91,7,N,5,DEFAULT,20k to 40k,26-35,2
27,107000.0,MORTGAGE,2.0,Education,Grade A,10800.0,9.63,7,N,5,NO DEFAULT,80k plus,26-35,2
30,107000.0,MORTGAGE,0.0,Debt Consolidation,Grade C,2500.0,10.78,3,Y,6,NO DEFAULT,80k plus,26-35,2
27,107000.0,MORTGAGE,4.0,Education,Grade A,11500.0,8.38,7,N,10,NO DEFAULT,80k plus,26-35,2
32,107004.0,MORTGAGE,6.0,Venture,Grade B,4200.0,11.71,2,N,8,NO DEFAULT,80k plus,26-35,2
30,107004.0,MORTGAGE,3.0,Venture,Grade C,12000.0,13.79,3,Y,10,NO DEFAULT,80k plus,26-35,2
29,33600.0,RENT,7.0,Venture,Grade B,2000.0,11.71,9,N,9,NO DEFAULT,20k to 40k,26-35,2
29,107220.0,MORTGAGE,9.0,Home Improvement,Grade B,10000.0,10.99,9,N,10,NO DEFAULT,80k plus,26-35,2
28,107364.0,MORTGAGE,12.0,Home Improvement,Grade A,8000.0,6.76,8,N,9,NO DEFAULT,80k plus,26-35,2
32,107400.0,OWN,2.0,Medical,Grade D,25000.0,15.21,2,N,10,NO DEFAULT,80k plus,26-35,2
32,107800.0,OWN,3.0,Education,Grade C,5200.0,14.65,2,Y,8,NO DEFAULT,80k plus,26-35,2
29,34000.0,RENT,13.0,Medical,Grade C,2000.0,14.72,9,Y,7,NO DEFAULT,20k to 40k,26-35,2
31,96000.0,MORTGAGE,7.0,Venture,Grade C,25000.0,10.99,1,N,5,DEFAULT,80k plus,26-35,2
32,108000.0,MORTGAGE,5.0,Venture,Grade B,12000.0,11.49,2,N,10,NO DEFAULT,80k plus,26-35,2
27,108000.0,MORTGAGE,11.0,Education,Grade B,21600.0,10.99,7,N,10,NO DEFAULT,80k plus,26-35,2
28,108000.0,MORTGAGE,6.0,Education,Grade B,27400.0,10.99,8,N,7,NO DEFAULT,80k plus,26-35,2
29,35000.0,RENT,2.0,Debt Consolidation,Grade B,2000.0,9.63,9,N,8,NO DEFAULT,20k to 40k,26-35,2
30,108000.0,MORTGAGE,14.0,Home Improvement,Grade B,5000.0,10.99,3,N,5,NO DEFAULT,80k plus,26-35,2
33,108000.0,MORTGAGE,17.0,Home Improvement,Grade B,11500.0,9.99,3,N,7,NO DEFAULT,80k plus,26-35,2
27,96000.0,MORTGAGE,3.0,Venture,Grade C,3000.0,14.17,7,Y,9,DEFAULT,80k plus,26-35,2
27,35040.0,RENT,11.0,Medical,Grade B,2000.0,10.99,7,N,10,NO DEFAULT,20k to 40k,26-35,2
28,108000.0,MORTGAGE,4.0,Debt Consolidation,Grade B,10000.0,10.74,8,N,6,NO DEFAULT,80k plus,26-35,2
27,108000.0,MORTGAGE,3.0,Home Improvement,Grade A,13750.0,5.79,7,N,5,NO DEFAULT,80k plus,26-35,2
34,108000.0,MORTGAGE,4.0,Personal,Grade A,10000.0,6.91,4,N,6,NO DEFAULT,80k plus,26-35,2
27,108000.0,MORTGAGE,6.0,Medical,Grade A,10000.0,6.54,7,N,8,NO DEFAULT,80k plus,26-35,2
33,108000.0,MORTGAGE,17.0,Personal,Grade C,7200.0,14.35,3,Y,6,NO DEFAULT,80k plus,26-35,2
29,108000.0,MORTGAGE,13.0,Debt Consolidation,Grade A,3500.0,6.76,9,N,5,NO DEFAULT,80k plus,26-35,2
27,36000.0,RENT,2.0,Medical,Grade B,2000.0,11.99,7,N,8,NO DEFAULT,20k to 40k,26-35,2
28,108000.0,MORTGAGE,4.0,Home Improvement,Grade C,5000.0,12.87,8,Y,9,NO DEFAULT,80k plus,26-35,2
35,37000.0,RENT,2.0,Debt Consolidation,Grade B,2000.0,11.26,5,N,10,NO DEFAULT,20k to 40k,26-35,2
32,108000.0,MORTGAGE,11.0,Venture,Grade C,20000.0,12.53,2,Y,10,NO DEFAULT,80k plus,26-35,2
29,108000.0,MORTGAGE,9.0,Home Improvement,Grade A,11400.0,9.32,9,N,5,NO DEFAULT,80k plus,26-35,2
29,38000.0,RENT,3.0,Medical,Grade C,2000.0,12.87,9,Y,9,NO DEFAULT,20k to 40k,26-35,2
33,96000.0,MORTGAGE,11.0,Debt Consolidation,Grade D,15000.0,14.62,3,Y,10,DEFAULT,80k plus,26-35,2
29,108000.0,MORTGAGE,0.0,Home Improvement,Grade C,20000.0,10.59,9,Y,7,NO DEFAULT,80k plus,26-35,2
28,108041.0,MORTGAGE,6.0,Education,Grade C,5600.0,13.98,8,Y,7,NO DEFAULT,80k plus,26-35,2
32,108202.0,MORTGAGE,6.0,Medical,Grade C,9600.0,13.79,2,Y,6,NO DEFAULT,80k plus,26-35,2
35,108717.0,MORTGAGE,9.0,Debt Consolidation,Grade A,16000.0,6.99,5,N,5,NO DEFAULT,80k plus,26-35,2
27,108928.0,MORTGAGE,9.0,Education,Grade A,17600.0,7.88,7,N,8,NO DEFAULT,80k plus,26-35,2
29,108996.0,MORTGAGE,12.0,Venture,Grade D,22000.0,10.99,9,Y,5,NO DEFAULT,80k plus,26-35,2
27,39000.0,RENT,4.0,Education,Grade D,2000.0,16.07,7,N,7,NO DEFAULT,20k to 40k,26-35,2
27,109000.0,MORTGAGE,7.0,Education,Grade A,3950.0,6.03,7,N,7,NO DEFAULT,80k plus,26-35,2
33,109000.0,MORTGAGE,4.0,Medical,Grade B,15000.0,11.49,3,N,5,NO DEFAULT,80k plus,26-35,2
34,109000.0,OWN,14.0,Home Improvement,Grade C,15000.0,13.61,4,Y,7,NO DEFAULT,80k plus,26-35,2
33,109000.0,MORTGAGE,4.0,Personal,Grade C,18400.0,12.41,3,Y,8,NO DEFAULT,80k plus,26-35,2
29,82450.0,MORTGAGE,11.0,Medical,Grade D,7500.0,14.5,9,N,9,DEFAULT,80k plus,26-35,2
27,97000.0,MORTGAGE,4.0,Personal,Grade C,8275.0,10.59,7,Y,5,DEFAULT,80k plus,26-35,2
34,109200.0,MORTGAGE,18.0,Venture,Grade C,6000.0,12.23,4,Y,9,NO DEFAULT,80k plus,26-35,2
28,109200.0,MORTGAGE,12.0,Personal,Grade B,8000.0,11.12,8,N,6,NO DEFAULT,80k plus,26-35,2
32,109488.0,MORTGAGE,16.0,Home Improvement,Grade C,12000.0,12.09,2,N,8,NO DEFAULT,80k plus,26-35,2
32,29000.0,OWN,0.0,Personal,Grade A,2000.0,8.49,2,N,8,NO DEFAULT,20k to 40k,26-35,2
34,109800.0,MORTGAGE,12.0,Debt Consolidation,Grade B,10000.0,10.99,4,N,8,NO DEFAULT,80k plus,26-35,2
27,39600.0,RENT,4.0,Debt Consolidation,Grade A,2000.0,7.9,7,N,6,NO DEFAULT,20k to 40k,26-35,2
27,110000.0,MORTGAGE,11.0,Home Improvement,Grade A,3600.0,6.03,7,N,5,NO DEFAULT,80k plus,26-35,2
28,33000.0,RENT,10.0,Personal,Grade A,15000.0,10.99,8,N,6,DEFAULT,20k to 40k,26-35,2
29,110000.0,MORTGAGE,6.0,Medical,Grade B,5000.0,9.91,9,N,9,NO DEFAULT,80k plus,26-35,2
35,110000.0,MORTGAGE,7.0,Debt Consolidation,Grade B,9000.0,11.71,5,N,9,NO DEFAULT,80k plus,26-35,2
27,110000.0,MORTGAGE,0.0,Education,Grade A,16000.0,7.9,7,N,7,NO DEFAULT,80k plus,26-35,2
27,33600.0,RENT,11.0,Debt Consolidation,Grade A,15000.0,5.79,7,N,8,DEFAULT,20k to 40k,26-35,2
28,110000.0,MORTGAGE,12.0,Medical,Grade A,6000.0,6.03,8,N,5,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,0.0,Home Improvement,Grade B,6000.0,10.65,8,N,8,NO DEFAULT,80k plus,26-35,2
34,110000.0,OWN,9.0,Home Improvement,Grade B,20000.0,10.99,4,N,9,NO DEFAULT,80k plus,26-35,2
27,40800.0,RENT,3.0,Venture,Grade A,2000.0,7.49,7,N,9,NO DEFAULT,40k to 60k,26-35,2
27,41000.0,RENT,2.0,Debt Consolidation,Grade C,2000.0,15.27,7,Y,7,NO DEFAULT,40k to 60k,26-35,2
33,42000.0,RENT,0.0,Debt Consolidation,Grade C,2000.0,14.65,3,N,10,NO DEFAULT,40k to 60k,26-35,2
28,110000.0,MORTGAGE,12.0,Venture,Grade A,17000.0,6.03,8,N,7,NO DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,14.0,Venture,Grade B,10000.0,10.65,3,N,8,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,12.0,Personal,Grade B,22400.0,10.99,8,N,6,NO DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,12.0,Medical,Grade B,5000.0,10.99,3,N,10,NO DEFAULT,80k plus,26-35,2
35,110000.0,MORTGAGE,7.0,Education,Grade A,10200.0,5.42,5,N,6,NO DEFAULT,80k plus,26-35,2
28,42000.0,RENT,3.0,Debt Consolidation,Grade B,2000.0,11.49,8,N,5,NO DEFAULT,40k to 60k,26-35,2
32,110000.0,MORTGAGE,5.0,Education,Grade B,10000.0,10.99,2,N,9,NO DEFAULT,80k plus,26-35,2
33,42000.0,RENT,8.0,Medical,Grade D,2000.0,10.99,3,Y,9,NO DEFAULT,40k to 60k,26-35,2
30,98000.0,MORTGAGE,14.0,Education,Grade B,9000.0,11.49,3,N,5,DEFAULT,80k plus,26-35,2
30,98000.0,MORTGAGE,6.0,Home Improvement,Grade B,35000.0,10.59,3,N,8,DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,8.0,Medical,Grade A,4800.0,5.99,3,N,5,NO DEFAULT,80k plus,26-35,2
30,98000.0,MORTGAGE,3.0,Debt Consolidation,Grade D,5200.0,16.49,3,N,6,DEFAULT,80k plus,26-35,2
31,110000.0,MORTGAGE,4.0,Debt Consolidation,Grade B,6000.0,11.99,1,N,7,NO DEFAULT,80k plus,26-35,2
29,98000.0,MORTGAGE,2.0,Home Improvement,Grade B,7925.0,10.59,9,N,9,DEFAULT,80k plus,26-35,2
27,110000.0,MORTGAGE,5.0,Debt Consolidation,Grade A,15000.0,10.99,7,N,10,NO DEFAULT,80k plus,26-35,2
33,110000.0,MORTGAGE,10.0,Medical,Grade A,18000.0,6.99,3,N,9,NO DEFAULT,80k plus,26-35,2
30,44000.0,RENT,0.0,Medical,Grade A,2000.0,7.29,3,N,8,NO DEFAULT,40k to 60k,26-35,2
31,83300.0,MORTGAGE,9.0,Medical,Grade D,10000.0,10.99,1,Y,5,DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,0.0,Personal,Grade B,12000.0,10.74,3,N,8,NO DEFAULT,80k plus,26-35,2
34,110000.0,MORTGAGE,2.0,Medical,Grade A,10000.0,7.29,4,N,10,NO DEFAULT,80k plus,26-35,2
27,110000.0,MORTGAGE,8.0,Venture,Grade B,30000.0,11.11,7,N,6,NO DEFAULT,80k plus,26-35,2
32,110000.0,MORTGAGE,2.0,Venture,Grade B,5600.0,10.74,2,N,7,NO DEFAULT,80k plus,26-35,2
27,28800.0,OWN,0.0,Home Improvement,Grade A,13000.0,6.92,7,N,10,NO DEFAULT,20k to 40k,26-35,2
32,110000.0,MORTGAGE,16.0,Home Improvement,Grade A,6700.0,6.92,2,N,7,NO DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,0.0,Medical,Grade A,6000.0,6.92,3,N,8,NO DEFAULT,80k plus,26-35,2
28,110000.0,OWN,1.0,Home Improvement,Grade D,5000.0,17.51,8,N,10,NO DEFAULT,80k plus,26-35,2
27,110000.0,MORTGAGE,0.0,Medical,Grade B,10000.0,10.37,7,N,9,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,3.0,Venture,Grade A,11000.0,5.79,8,N,7,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,12.0,Venture,Grade B,15000.0,10.0,8,N,10,NO DEFAULT,80k plus,26-35,2
29,110000.0,MORTGAGE,11.0,Venture,Grade B,12000.0,10.37,9,N,10,NO DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,4.0,Medical,Grade B,12000.0,10.74,3,N,8,NO DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,14.0,Debt Consolidation,Grade B,25000.0,10.36,3,N,8,NO DEFAULT,80k plus,26-35,2
30,46080.0,RENT,0.0,Personal,Grade A,2000.0,6.99,3,N,8,NO DEFAULT,40k to 60k,26-35,2
28,110000.0,MORTGAGE,8.0,Home Improvement,Grade A,15000.0,6.54,8,N,6,NO DEFAULT,80k plus,26-35,2
33,46800.0,RENT,9.0,Medical,Grade C,2000.0,14.65,3,N,6,NO DEFAULT,40k to 60k,26-35,2
32,110000.0,MORTGAGE,3.0,Medical,Grade A,9200.0,5.79,2,N,10,NO DEFAULT,80k plus,26-35,2
27,110000.0,MORTGAGE,3.0,Debt Consolidation,Grade B,25000.0,10.99,7,N,6,NO DEFAULT,80k plus,26-35,2
29,47340.0,RENT,5.0,Debt Consolidation,Grade B,2000.0,9.99,9,N,6,NO DEFAULT,40k to 60k,26-35,2
33,110000.0,MORTGAGE,2.0,Medical,Grade A,5000.0,7.51,3,N,7,NO DEFAULT,80k plus,26-35,2
27,110000.0,OWN,0.0,Venture,Grade D,25000.0,16.32,7,Y,7,NO DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,5.0,Venture,Grade B,25000.0,11.12,3,N,9,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,12.0,Home Improvement,Grade B,3500.0,11.49,8,N,10,NO DEFAULT,80k plus,26-35,2
31,48000.0,RENT,11.0,Medical,Grade B,2000.0,10.65,1,N,6,NO DEFAULT,40k to 60k,26-35,2
32,42000.0,RENT,0.0,Education,Grade D,2000.0,15.62,2,N,6,DEFAULT,40k to 60k,26-35,2
29,110000.0,MORTGAGE,1.0,Education,Grade D,12800.0,16.82,9,N,6,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,7.0,Home Improvement,Grade B,10750.0,11.86,8,N,9,NO DEFAULT,80k plus,26-35,2
30,110000.0,MORTGAGE,15.0,Personal,Grade C,12000.0,13.61,3,N,10,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,12.0,Debt Consolidation,Grade A,4800.0,7.51,8,N,9,NO DEFAULT,80k plus,26-35,2
28,42000.0,RENT,4.0,Debt Consolidation,Grade D,2000.0,14.96,8,Y,6,DEFAULT,40k to 60k,26-35,2
28,48000.0,RENT,9.0,Education,Grade A,2000.0,7.68,8,N,7,NO DEFAULT,40k to 60k,26-35,2
29,110000.0,MORTGAGE,0.0,Education,Grade A,8500.0,7.51,9,N,10,NO DEFAULT,80k plus,26-35,2
35,110000.0,MORTGAGE,7.0,Venture,Grade B,6000.0,10.99,5,N,6,NO DEFAULT,80k plus,26-35,2
27,83300.0,MORTGAGE,3.0,Medical,Grade D,12000.0,15.21,7,N,6,DEFAULT,80k plus,26-35,2
27,48192.0,RENT,12.0,Debt Consolidation,Grade A,2000.0,7.66,7,N,9,NO DEFAULT,40k to 60k,26-35,2
27,50000.0,RENT,0.0,Venture,Grade B,2000.0,10.99,7,N,5,NO DEFAULT,40k to 60k,26-35,2
30,50000.0,RENT,2.0,Venture,Grade C,2000.0,14.79,3,N,10,NO DEFAULT,40k to 60k,26-35,2
27,44000.0,RENT,2.0,Medical,Grade B,2000.0,11.49,7,N,10,DEFAULT,40k to 60k,26-35,2
33,110000.0,MORTGAGE,7.0,Medical,Grade B,23800.0,10.25,3,N,5,NO DEFAULT,80k plus,26-35,2
34,50000.0,RENT,5.0,Home Improvement,Grade B,2000.0,11.48,4,N,5,NO DEFAULT,40k to 60k,26-35,2
32,110000.0,MORTGAGE,0.0,Venture,Grade B,23000.0,11.48,2,N,9,NO DEFAULT,80k plus,26-35,2
35,110000.0,MORTGAGE,3.0,Home Improvement,Grade A,10000.0,8.59,5,N,6,NO DEFAULT,80k plus,26-35,2
31,110000.0,MORTGAGE,0.0,Home Improvement,Grade C,5000.0,14.26,1,N,10,NO DEFAULT,80k plus,26-35,2
30,110000.0,OWN,14.0,Venture,Grade C,12000.0,13.57,3,Y,7,NO DEFAULT,80k plus,26-35,2
32,110000.0,OWN,16.0,Education,Grade B,9000.0,11.48,2,N,10,NO DEFAULT,80k plus,26-35,2
31,34000.0,RENT,9.0,Venture,Grade B,15000.0,9.88,1,N,6,DEFAULT,20k to 40k,26-35,2
27,110000.0,MORTGAGE,3.0,Medical,Grade A,4800.0,7.74,7,N,7,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,1.0,Education,Grade A,12000.0,8.94,8,N,10,NO DEFAULT,80k plus,26-35,2
29,35000.0,RENT,1.0,Venture,Grade A,15000.0,7.9,9,N,10,DEFAULT,20k to 40k,26-35,2
31,110000.0,MORTGAGE,5.0,Venture,Grade D,5000.0,14.96,1,Y,9,NO DEFAULT,80k plus,26-35,2
34,35000.0,RENT,2.0,Personal,Grade B,15000.0,10.99,4,N,10,DEFAULT,20k to 40k,26-35,2
29,110000.0,MORTGAGE,0.0,Venture,Grade A,15000.0,8.94,9,N,7,NO DEFAULT,80k plus,26-35,2
31,35000.0,RENT,4.0,Medical,Grade C,15000.0,13.11,1,N,9,DEFAULT,20k to 40k,26-35,2
31,110000.0,MORTGAGE,2.0,Medical,Grade A,6000.0,7.4,1,N,6,NO DEFAULT,80k plus,26-35,2
29,35000.0,RENT,4.0,Debt Consolidation,Grade C,15000.0,13.22,9,N,5,DEFAULT,20k to 40k,26-35,2
28,110000.0,MORTGAGE,0.0,Venture,Grade D,15000.0,16.32,8,Y,5,NO DEFAULT,80k plus,26-35,2
28,110000.0,MORTGAGE,12.0,Personal,Grade A,5000.0,9.63,8,N,9,NO DEFAULT,80k plus,26-35,2
29,83300.0,MORTGAGE,5.0,Medical,Grade D,5000.0,16.95,9,Y,6,DEFAULT,80k plus,26-35,2
32,98000.0,MORTGAGE,16.0,Debt Consolidation,Grade B,15000.0,10.95,2,N,5,DEFAULT,80k plus,26-35,2
35,110000.0,MORTGAGE,4.0,Medical,Grade C,4000.0,13.79,5,N,6,NO DEFAULT,80k plus,26-35,2
29,30000.0,RENT,1.0,Debt Consolidation,Grade D,15000.0,16.4,9,N,10,DEFAULT,20k to 40k,26-35,2
34,110000.0,MORTGAGE,15.0,Education,Grade B,6000.0,9.45,4,N,6,NO DEFAULT,80k plus,26-35,2
31,110000.0,MORTGAGE,2.0,Debt Consolidation,Grade B,6000.0,9.51,1,N,9,NO DEFAULT,80k plus,26-35,2
27,110000.0,MORTGAGE,4.0,Personal,Grade A,2500.0,8.07,7,N,6,NO DEFAULT,80k plus,26-35,2
28,110004.0,MORTGAGE,2.0,Home Improvement,Grade B,15000.0,10.99,8,N,6,NO DEFAULT,80k plus,26-35,2
29,110004.0,MORTGAGE,13.0,Medical,Grade B,12000.0,10.36,9,N,6,NO DEFAULT,80k plus,26-35,2
27,110004.0,MORTGAGE,5.0,Personal,Grade C,25000.0,12.73,7,Y,6,NO DEFAULT,80k plus,26-35,2
33,110004.0,MORTGAGE,15.0,Medical,Grade B,12000.0,10.99,3,N,7,NO DEFAULT,80k plus,26-35,2
28,110244.0,MORTGAGE,3.0,Home Improvement,Grade D,18000.0,12.17,8,N,10,NO DEFAULT,80k plus,26-35,2
28,30144.0,RENT,4.0,Education,Grade D,15000.0,15.95,8,Y,7,DEFAULT,20k to 40k,26-35,2
33,36700.0,RENT,7.0,Personal,Grade B,15000.0,11.14,3,N,10,DEFAULT,20k to 40k,26-35,2
32,37000.0,RENT,1.0,Medical,Grade B,15000.0,9.62,2,N,10,DEFAULT,20k to 40k,26-35,2
32,110888.0,MORTGAGE,0.0,Medical,Grade B,10400.0,9.91,2,N,6,NO DEFAULT,80k plus,26-35,2
32,37000.0,RENT,0.0,Venture,Grade B,15000.0,10.62,2,N,8,DEFAULT,20k to 40k,26-35,2
31,111000.0,MORTGAGE,3.0,Home Improvement,Grade A,5150.0,6.62,1,N,6,NO DEFAULT,80k plus,26-35,2
29,37200.0,RENT,1.0,Medical,Grade A,15000.0,6.03,9,N,10,DEFAULT,20k to 40k,26-35,2
27,37440.0,RENT,5.0,Personal,Grade A,15000.0,7.9,7,N,8,DEFAULT,20k to 40k,26-35,2
